index,original_value,discretized_bin,global_entropy
0,41.13000106811523,38,4.66691809663795
1,39.62200164794922,36,4.623400835655052
2,38.86800003051758,36,4.623400835655052
3,35.518001556396484,32,4.879613012751612
4,37.52799987792969,34,4.731454911221243
5,37.61199951171875,34,4.731454911221243
6,36.27199935913086,33,4.922293920840113
7,32.75299835205078,30,4.69399430887591
8,37.946998596191406,35,4.712331614210052
9,38.44900131225586,35,4.712331614210052
10,37.86299896240234,35,4.712331614210052
11,38.70100021362305,35,4.712331614210052
12,38.95199966430664,36,4.623400835655052
13,36.60699844360352,33,4.922293920840113
14,38.198001861572266,35,4.712331614210052
15,37.44400024414063,34,4.731454911221243
16,38.11399841308594,35,4.712331614210052
17,34.68000030517578,32,4.879613012751612
18,36.858001708984375,34,4.731454911221243
19,36.35499954223633,33,4.922293920840113
20,36.77399826049805,34,4.731454911221243
21,32.92100143432617,30,4.69399430887591
22,38.44900131225586,35,4.712331614210052
23,39.0359992980957,36,4.623400835655052
24,39.0359992980957,36,4.623400835655052
25,36.94200134277344,34,4.731454911221243
26,40.62699890136719,37,4.57374294934774
27,38.28200149536133,35,4.712331614210052
28,39.37099838256836,36,4.623400835655052
29,35.182998657226555,32,4.879613012751612
30,35.0989990234375,32,4.879613012751612
31,34.09400177001953,31,4.67218725896302
32,33.92599868774414,31,4.67218725896302
33,34.763999938964844,32,4.879613012751612
34,38.86800003051758,36,4.623400835655052
35,38.95199966430664,36,4.623400835655052
36,38.44900131225586,35,4.712331614210052
37,38.86800003051758,36,4.623400835655052
38,36.68999862670898,34,4.731454911221243
39,35.518001556396484,32,4.879613012751612
40,35.93600082397461,33,4.922293920840113
41,35.93600082397461,33,4.922293920840113
42,35.76900100708008,33,4.922293920840113
43,36.104000091552734,33,4.922293920840113
44,35.76900100708008,33,4.922293920840113
45,39.11999893188477,36,4.623400835655052
46,40.459999084472656,37,4.57374294934774
47,41.13000106811523,38,4.66691809663795
48,40.20899963378906,37,4.57374294934774
49,39.874000549316406,36,4.623400835655052
50,40.29199981689453,37,4.57374294934774
51,39.62200164794922,36,4.623400835655052
52,37.025001525878906,34,4.731454911221243
53,38.86800003051758,36,4.623400835655052
54,39.874000549316406,36,4.623400835655052
55,40.125,37,4.57374294934774
